0,2640
0.64,2635
1.28,2634
1.92,2642
2.57,2636
3.21,2644
3.85,2639
4.5,2641
5.14,2645
5.78,2654
6.42,2645
7.07,2648
7.71,2656
8.35,2656
9,2659
9.64,2664
10.28,2679
10.92,2678
11.57,2677
12.21,2691
12.85,2704
13.5,2699
14.14,2704
14.78,2718
15.42,2733
16.07,2731
16.71,2738
17.35,2741
18,2754
18.64,2771
19.28,2780
19.92,2789
20.57,2803
21.21,2809
21.85,2809
22.5,2836
23.14,2844
23.78,2858
24.42,2870
25.07,2881
25.71,2900
26.35,2914
27,2943
27.64,2948
28.28,2971
28.92,2983
29.57,3014
30.21,2962
30.85,2724
31.5,2671
32.14,2649
32.78,2641
33.42,2643
34.07,2635
34.71,2543
35.35,2604
36,2610
36.64,2636
37.92,3622
38.57,3637
39.21,3756
41.14,2204
41.78,2188
42.42,2166
43.07,2137
43.71,2111
44.35,2086
45,2059
45,2043
45.64,2015
46.28,1989
46.92,1969
47.57,1949
48.21,1929
48.85,1910
49.5,1888
50.14,1870
50.78,1857
51.42,1836
52.07,1822
52.71,1799
53.35,1788
54,1771
54.64,1756
55.28,1740
55.92,1727
56.57,1716
57.21,1700
57.85,1686
58.5,1675
59.14,1664
59.78,1650
60.42,1639
61.07,1627
61.71,1618
62.35,1607
63,1597
63.64,1588
64.28,1578
64.92,1573
65.57,1563
66.21,1558
66.85,1550
67.5,1540
68.14,1531
68.78,1538
69.42,1519
70.07,1513
70.71,1510
71.35,1499
72,1499
72.64,1491
73.28,1486
73.92,1481
74.57,1474
75.21,1471
75.85,1462
76.5,1458
77.14,1460
77.78,1453
78.42,1454
79.07,1449
79.71,1445
80.35,1441
81,1439
81.64,1436
82.28,1436
82.92,1432
83.57,1434
84.21,1427
84.85,1427
85.5,1426
86.14,1427
86.78,1425
87.42,1422
88.07,1423
88.71,1418
89.35,1423
90,1421
90.64,1421
91.28,1423
91.92,1424
92.57,1423
93.21,1421
93.85,1423
94.5,1423
95.14,1427
95.78,1423
96.42,1429
97.07,1429
97.71,1430
98.35,1432
99,1435
99.64,1438
100.28,1438
100.92,1444
101.57,1442
102.21,1445
102.85,1449
103.5,1455
104.14,1460
104.78,1459
105.42,1465
106.07,1467
106.71,1471
107.35,1480
108,1483
108.64,1491
109.28,1498
109.92,1502
110.57,1508
111.21,1513
111.85,1522
112.5,1528
113.14,1536
113.78,1545
114.42,1549
115.07,1559
115.71,1567
116.35,1572
117,1580
117.64,1588
118.28,1599
118.92,1609
119.57,1618
120.21,1630
120.85,1640
121.5,1652
122.14,1664
122.78,1679
123.42,1691
124.07,1703
124.71,1719
125.35,1729
126,1747
126.64,1763
127.28,1780
127.92,1795
128.57,1810
129.21,1825
129.85,1842
130.5,1856
131.14,1876
131.78,1891
132.42,1914
133.07,1936
133.71,1952
134.35,1976
135,1996
135.64,2018
136.28,2036
136.92,2067
137.57,2090
138.21,2115
138.85,2144
139.5,2170
140.14,2195
140.78,2224
141.42,2255
142.07,2280
142.71,2315
143.35,2348
144,2379
144.64,2412
145.28,2409
145.92,2416
146.57,2418
147.21,2433
147.85,2450
148.5,2430
149.14,2421
149.78,2407
150.42,2386
151.07,2361
151.71,2359
152.35,2371
153,2418
154.28,6425
154.92,6598
155.57,6680
156.21,9295
156.85,7104
157.5,7240
158.14,7414
160.07,8990
160.71,8938
161.35,8664
162,8855
162.64,9021
163.28,9182
163.92,9491
164.57,9864
165.21,10243
165.85,10667
166.5,11145
167.14,11645
168.42,7407
169.07,7353
169.71,7373
170.35,7400
172.28,2079
172.92,2066
173.57,2075
174.21,2076
174.85,2073
175.5,2072
176.14,2066
176.78,2069
177.42,2072
178.07,2070
178.71,2069
180,2067
180.64,2059
181.28,2079
181.92,2067
182.57,2068
183.21,2067
183.85,2064
184.5,2067
185.14,2068
185.78,2072
186.42,2075
187.07,2078
187.71,2078
188.35,2083
189,2086
189.64,2106
190.28,3499
190.92,3447
191.57,3483
192.21,3480
192.85,3461
193.5,5411
194.14,3414
194.78,3416
195.42,3429
196.07,3424
196.71,3439
197.35,3454
198,3467
198.64,3481
199.28,3490
199.92,1890
200.57,2262
201.21,2191
201.85,2214
202.5,2219
203.14,2229
203.78,2243
204.42,1785
205.07,2284
205.71,2279
206.35,2287
207,2298
207.64,2306
208.28,2298
208.92,2254
209.57,2198
210.21,2150
210.85,2116
211.5,2069
212.14,2035
212.78,1997
213.42,1957
214.07,1918
214.71,1890
215.35,1858
216,1823
216.64,1792
217.28,1764
217.92,1736
218.57,1701
219.21,1684
219.85,1654
220.5,1628
221.14,1604
221.78,1578
222.42,1562
223.07,1540
223.71,1519
224.35,1498
225,1477
225.64,1466
226.28,1449
226.92,1435
227.57,1415
228.21,1396
228.85,1391
229.5,1375
230.14,1364
230.78,1350
231.42,1337
232.07,1323
232.71,1307
233.35,1300
234,1292
234.64,1278
235.28,1266
235.92,1258
236.57,1248
237.21,1239
237.85,1229
238.5,1220
239.14,1209
239.78,1202
240.42,1195
241.07,1188
241.71,1179
242.35,1172
243,1166
243.64,1159
244.28,1153
244.92,1148
245.57,1141
246.21,1133
246.85,1128
247.5,1124
248.14,1120
248.78,1114
249.42,1108
250.07,1104
250.71,1100
251.35,1096
252,1089
252.64,1087
253.28,1084
253.92,1079
254.57,1075
255.21,1072
255.85,1069
256.5,1065
257.14,1066
257.78,1061
258.42,1058
259.07,1056
259.71,1055
260.35,1051
261,1051
261.64,1049
262.28,1047
262.92,1045
263.57,1045
264.21,1042
264.85,1042
265.5,1041
266.14,1040
266.78,1039
267.42,1039
268.07,1038
268.71,1039
270,1037
270.64,1039
271.28,1038
271.92,1037
272.57,1039
273.21,1039
273.85,1039
274.5,1041
275.14,1041
275.78,1043
276.42,1045
277.07,1046
277.71,1046
278.35,1050
279,1049
279.64,1054
280.28,1055
280.92,1055
281.57,1059
282.21,1061
282.85,1064
283.5,1066
284.14,1070
284.78,1073
285.42,1074
286.07,1076
286.71,1083
287.35,1086
288,1090
288.64,1091
289.28,1098
289.92,1101
290.57,1106
291.21,1109
291.85,1116
292.5,1120
293.14,1124
293.78,1129
294.42,1137
295.07,1140
295.71,1146
296.35,1153
297,1161
297.64,1168
298.28,1175
298.92,1181
299.57,1187
300.21,1196
300.85,1203
301.5,1209
302.14,1216
302.78,1226
303.42,1235
304.07,1246
304.71,776
305.35,790
306,743
306.64,747
307.28,1187
308.57,1318
309.21,1330
309.85,1342
310.5,1352
311.14,1365
311.78,1379
312.42,1394
313.07,1407
313.71,1423
315,1438
315.64,1449
316.28,1468
316.92,1481
