0,3909
0.72,3907
1.45,3907
2.17,3907
2.9,3917
3.62,3911
4.35,3922
5.08,3924
5.8,3913
6.53,3932
7.25,3934
7.98,3864
8.7,3869
9.43,3946
10.16,3969
10.88,3969
0,3905
0.72,3907
1.45,3898
2.17,3917
2.9,3911
3.62,3911
4.35,3928
5.08,3922
5.8,3913
6.53,3932
7.25,3934
7.98,3864
8.7,3890
9.43,3959
10.16,3959
10.88,3969
11.61,3969
12.33,3985
13.06,4014
13.79,4016
14.51,4024
15.24,4014
15.96,4043
16.69,4049
17.41,4070
18.14,4098
18.87,4096
19.59,4141
20.32,4152
22.5,4244
23.22,4256
23.95,4284
24.67,4309
25.4,4341
26.12,4371
26.85,4398
27.58,4419
28.3,4447
29.03,4478
29.75,4523
30.48,4552
31.2,4590
31.93,4541
32.66,4462
33.38,4358
34.11,4270
34.83,4199
35.56,4109
36.29,4039
37.01,3971
37.74,3922
38.46,3851
39.19,3795
39.91,3744
47.9,3190
48.62,3179
49.35,3145
50.08,3119
72.58,2512
73.3,2500
74.03,2488
74.75,2479
75.48,2479
76.2,2469
76.93,2458
77.66,2448
78.38,2440
79.11,2439
79.83,2431
80.56,2419
81.29,2427
82.01,2413
82.74,2410
83.46,2404
84.19,2405
84.91,2399
85.64,2398
86.37,2392
87.09,2388
87.82,2392
88.54,2395
89.27,2391
90,2390
90.72,2391
91.45,2386
92.17,2391
92.9,2397
93.62,2394
94.35,2388
95.08,2386
97.25,12450
100.16,7660
100.88,7675
101.61,7683
104.51,13508
110.32,7813
111.04,7790
111.77,7414
112.5,6989
113.22,2680
113.95,2648
114.67,2627
115.4,2649
116.12,2666
116.85,2685
117.58,2696
118.3,2676
119.03,2665
119.75,2660
120.48,2653
121.2,2595
121.93,2549
122.66,2490
123.38,2436
124.11,2391
124.83,2339
125.56,2303
126.29,2264
127.01,2219
127.74,2187
128.46,2149
129.19,2123
129.91,2088
130.64,2053
131.37,2019
132.09,1992
132.82,1964
133.54,1936
134.27,1909
135,1881
135.72,1858
136.45,1834
137.17,1815
137.9,1794
138.62,1774
139.35,1751
140.08,1729
140.8,1705
141.53,1689
142.25,1673
142.98,1655
143.7,1641
144.43,1621
145.16,1608
145.88,1589
146.61,1575
147.33,1565
148.06,1551
148.79,1539
149.51,1526
150.24,1515
150.96,1500
151.69,1471
152.41,1465
153.14,1452
153.87,1440
154.59,1434
155.32,1431
156.04,1421
157.5,1412
158.22,1402
158.95,1398
159.67,1387
160.4,1379
161.12,1375
161.85,1368
162.58,1365
163.3,1360
164.03,1356
164.75,1351
165.48,1345
166.2,1339
166.93,1338
167.66,1333
168.38,1327
169.11,1327
169.83,1322
170.56,1322
171.29,1316
172.01,1315
172.74,1314
173.46,1313
174.19,1308
174.91,1308
175.64,1306
176.37,1306
177.09,1308
177.82,1304
178.54,1302
180,1302
180.72,1306
181.45,1306
182.17,1302
182.9,1302
183.62,1304
184.35,1305
185.08,1306
185.8,1308
186.53,1310
187.25,1313
187.98,1314
188.7,1317
189.43,1318
190.16,1323
190.88,1323
191.61,1328
192.33,1331
193.06,1333
193.79,1337
194.51,1342
195.24,1346
195.96,1352
196.69,1354
197.41,1361
198.14,1367
198.87,1373
199.59,1379
200.32,1382
201.04,1392
201.77,1399
202.5,1401
203.22,1412
203.95,1422
204.67,1424
205.4,1436
206.12,1445
206.85,1453
207.58,1465
208.3,1476
209.03,1486
209.75,1499
210.48,1510
211.2,1525
211.93,1534
212.66,1551
213.38,1564
214.11,1580
214.83,1598
215.56,1609
216.29,1630
217.01,1644
217.74,1665
218.46,1686
219.19,1707
219.91,1723
220.64,1761
221.37,1781
222.09,1803
222.82,1825
223.54,1844
224.27,1867
225,1885
