0,2050
5.92,2728
6.51,468
7.1,593
7.69,730
8.28,1310
8.88,1065
0,2046
6.08,2743
6.68,499
7.29,588
7.9,850
8.51,1733
9.12,5145
9.72,2547
10.33,2516
10.94,2542
11.55,2571
12.16,2617
12.77,2652
13.37,2709
13.98,2708
14.59,2688
15.2,2680
15.81,2722
16.41,2773
17.02,2827
17.63,2886
18.24,2941
18.85,3004
19.45,3061
20.06,3122
20.67,3178
21.28,3256
21.89,3334
22.5,3387
23.1,3477
23.71,3566
24.32,3652
24.93,3740
25.54,3851
26.14,869
26.75,887
28.58,867
29.18,879
29.79,4056
30.4,3818
31.62,4018
32.22,3985
32.83,3862
33.44,3884
34.05,3783
34.66,3546
36.48,4049
38.91,6777
39.52,6989
40.13,6913
40.74,5220
42.56,3862
43.17,3864
43.78,3840
44.39,3851
45,3849
45.6,3841
46.21,3849
46.82,3845
47.43,3854
48.04,3858
48.64,3847
49.25,3841
49.86,3864
50.47,3856
51.08,3847
51.68,3862
52.29,3873
52.9,3853
53.51,3840
54.12,3830
54.72,3849
55.33,3860
55.94,3849
56.55,3862
57.16,3877
57.77,3882
58.37,3881
58.98,3900
59.59,3890
60.2,3905
60.81,3919
61.41,3936
62.02,3934
62.63,3946
63.24,3957
63.85,3973
64.45,3983
65.06,3995
65.67,4012
66.28,4024
66.89,4064
67.5,4075
68.1,4115
68.71,4148
69.32,4154
69.93,4181
70.54,4194
71.14,4221
71.75,4228
72.36,4265
72.97,4288
73.58,4298
74.18,4309
74.79,4361
75.4,4386
76.01,4421
76.62,4434
77.22,4467
77.83,4491
78.44,4509
79.05,4571
79.66,4560
80.27,4480
80.87,4388
81.48,4388
82.09,4403
83.31,10547
86.95,10595
88.78,3612
89.39,3594
90,3563
90.6,3515
91.21,3474
91.82,3211
93.64,3330
94.25,3303
94.86,2954
95.47,3234
96.08,3051
96.68,3017
97.29,3084
97.9,3584
98.51,12172
100.33,4722
100.94,4672
101.55,4672
102.16,4675
102.77,4683
103.37,2876
103.98,2866
104.59,2851
105.2,2826
105.81,2817
106.41,2791
107.02,2778
107.63,2758
108.24,2743
108.85,2730
109.45,2716
110.06,2703
110.67,2685
111.28,2670
112.5,2662
113.1,2644
113.71,2633
114.32,2623
114.93,2601
115.54,2591
116.14,2471
116.75,2338
117.97,5612
118.58,5584
119.18,5561
119.79,5533
120.4,5522
121.01,5392
121.62,5380
122.22,5373
122.83,5354
123.44,5357
124.05,5335
124.66,5331
125.27,5308
125.87,5308
126.48,5316
127.09,5305
